"booking_no","container_no_raw","carrier","vessel","voyage","origin_port","dest_port","etd","eta","service","status","qty_teu","created_time","notes"
"BK811690","MSCU8651992","CMA CGM","SUNNY FREESIA","7405N","VNSGN","CNSHA","2026-01-22 14:06:44","2026-02-12 14:06:44","TP1","CANCELLED","5","2026-01-07 14:06:44",""
"BK124083","PONU7082917","MAERSK","EVER GIVEN","6704N","VNSGN","SGSIN","2026-01-15 16:32:21","2026-02-13 16:32:21","TP1","BOOKED","3","2026-01-04 16:32:21",""
"BK538520","TCNU3941787","COSCO","KOTA GAYA","9905N","VNSGN","USLAX","2026-01-17 11:50:48","2026-01-24 11:50:48","TP1","LOADED","4","2025-12-28 11:50:48",""
"BK678279","PONU5328816","COSCO","MSC ISABELLA","1703N","VNSGN","VNHPH","2026-01-24 17:36:14","2026-02-10 17:36:14","SE3","BOOKED","4","2026-01-04 17:36:14",""
"BK852674","MSCU3177648","CMA CGM","MSC ISABELLA","2204N","VNSGN","USLAX","2026-01-16 13:12:12","2026-02-02 13:12:12","TP1","LOADED","4","2026-01-03 13:12:12",""
"BK864833","PONU5853340","CMA CGM","EVER GIVEN","6701N","VNSGN","USLAX","2026-01-12 11:57:23","2026-02-10 11:57:23","SE3","BOOKED","1","2025-12-16 11:57:23",""
"BK357219","MSCU6523725","MSC","MAERSK HANOI","8704N","VNSGN","CNSHA","2026-01-19 10:46:23","2026-02-15 10:46:23","TP1","LOADED","5","2026-01-12 10:46:23",""
"BK749074","PONU2708123","CMA CGM","MSC ISABELLA","2002N","VNSGN","VNHPH","2026-01-18 16:17:49","2026-02-01 16:17:49","SE3","LOADED","5","2025-12-19 16:17:49",""
"BK746220","HLCU5877048","MSC","MSC ISABELLA","6203N","VNSGN","VNHPH","2026-01-25 11:11:41","2026-02-23 11:11:41","TP1","BOOKED","2","2025-12-27 11:11:41",""
"BK775704","PONU2352762","ONE","KOTA GAYA","9203N","VNSGN","USLAX","2026-01-25 20:02:39","2026-01-31 20:02:39","FE2","CANCELLED","5","2025-12-31 20:02:39",""
"BK395164","TCNU7632494","MAERSK","EVER GIVEN","6701N","VNSGN","CNSHA","2026-01-19 09:15:15","2026-01-31 09:15:15","SE3","LOADED","5","2026-01-01 09:15:15",""
"BK136310","HLCU1742412","ONE","MSC ISABELLA","8605N","VNSGN","CNSHA","2026-01-21 09:47:28","2026-02-02 09:47:28","SE3","LOADED","5","2026-01-03 09:47:28",""
"BK786376","PONU4129484","CMA CGM","SUNNY FREESIA","6903N","VNSGN","USLAX","2026-01-23 16:52:26","2026-02-10 16:52:26","SE3","BOOKED","1","2026-01-01 16:52:26",""
"BK684308","CXDU8270608","MAERSK","KOTA GAYA","3604N","VNSGN","VNHPH","2026-01-05 09:54:35","2026-01-19 09:54:35","TP1","BOOKED","5","2025-12-11 09:54:35",""
"BK531474","TCNU2500642","CMA CGM","SUNNY FREESIA","5401N","VNSGN","USLAX","2026-01-02 08:47:12","2026-01-17 08:47:12","TP1","CANCELLED","5","2025-12-21 08:47:12",""
"BK159799","CXDU5208847","COSCO","MSC ISABELLA","6104N","VNSGN","USLAX","2026-01-19 12:14:39","2026-02-14 12:14:39","TP1","LOADED","2","2025-12-20 12:14:39",""
"BK414750","CXDU2389716","CMA CGM","SUNNY FREESIA","1402N","VNSGN","CNSHA","2025-11-30 15:57:06","2025-12-20 15:57:06","TP1","BOOKED","3","2025-11-14 15:57:06",""
"BK745872","MSCU7478545","MAERSK","MSC ISABELLA","1101N","VNSGN","VNHPH","2026-01-20 11:27:31","2026-02-14 11:27:31","TP1","CANCELLED","1","2025-12-30 11:27:31",""
"BK368279","PONU7063488","MAERSK","MAERSK HANOI","7101N","VNSGN","VNHPH","2026-01-20 11:25:56","2026-02-19 11:25:56","SE3","BOOKED","3","2026-01-08 11:25:56",""
"BK170019","MSCU7186161","MSC","EVER GIVEN","3002N","VNSGN","USLAX","2026-01-23 12:25:56","2026-01-29 12:25:56","TP1","CANCELLED","1","2025-12-30 12:25:56",""
"BK680456","TCNU2735909","COSCO","MSC ISABELLA","1102N","VNSGN","USLAX","2025-12-03 09:08:27","2025-12-30 09:08:27","TP1","LOADED","3","2025-11-04 09:08:27",""
"BK441089","TCNU3549773","CMA CGM","SUNNY FREESIA","3904N","VNSGN","USLAX","2025-12-22 18:32:53","2025-12-28 18:32:53","FE2","BOOKED","5","2025-12-12 18:32:53",""
"BK312429","CXDU3189240","CMA CGM","MAERSK HANOI","4904N","VNSGN","CNSHA","2026-01-23 15:47:57","2026-02-10 15:47:57","FE2","CANCELLED","1","2026-01-02 15:47:57",""
"BK596652","PONU7569541","MSC","EVER GIVEN","5603N","VNSGN","USLAX","2026-01-15 09:15:47","2026-02-11 09:15:47","FE2","BOOKED","3","2025-12-27 09:15:47",""
"BK595636","TCNU1904030","CMA CGM","EVER GIVEN","5203N","VNSGN","VNHPH","2026-01-19 12:01:44","2026-01-29 12:01:44","FE2","LOADED","4","2025-12-29 12:01:44",""
"BK818231","PONU6650165","CMA CGM","MAERSK HANOI","3902N","VNSGN","SGSIN","2026-01-20 10:31:25","2026-02-17 10:31:25","FE2","LOADED","3","2026-01-06 10:31:25",""
"BK373711","MSCU3066711","ONE","MAERSK HANOI","4102N","VNSGN","CNSHA","2026-01-15 10:45:14","2026-01-21 10:45:14","FE2","BOOKED","5","2025-12-18 10:45:14",""
"BK260104","MSCU6597194","COSCO","MAERSK HANOI","7204N","VNSGN","VNHPH","2025-12-15 16:53:16","2026-01-01 16:53:16","TP1","CANCELLED","5","2025-11-15 16:53:16",""
"BK554707","PONU4545051","MAERSK","MSC ISABELLA","5105N","VNSGN","VNHPH","2026-01-25 09:44:12","2026-02-23 09:44:12","SE3","CANCELLED","1","2026-01-11 09:44:12",""
"BK113389","TCNU6301939","COSCO","MSC ISABELLA","2403N","VNSGN","USLAX","2026-01-24 11:55:47","2026-02-14 11:55:47","FE2","LOADED","4","2026-01-15 11:55:47",""
"BK611818","PONU4126087","MSC","EVER GIVEN","8302N","VNSGN","SGSIN","2026-01-22 16:45:01","2026-02-21 16:45:01","SE3","CANCELLED","2","2026-01-01 16:45:01",""
"BK218724","MSCU4312432","CMA CGM","EVER GIVEN","9503N","VNSGN","SGSIN","2026-01-16 16:30:33","2026-02-08 16:30:33","SE3","LOADED","3","2025-12-31 16:30:33",""
"BK623022","MSCU2962967","MSC","KOTA GAYA","4503N","VNSGN","CNSHA","2026-01-16 17:11:08","2026-01-26 17:11:08","TP1","BOOKED","3","2026-01-06 17:11:08",""
"BK106887","CXDU6000498","COSCO","MAERSK HANOI","9905N","VNSGN","VNHPH","2026-01-16 09:54:19","2026-02-03 09:54:19","FE2","BOOKED","3","2026-01-02 09:54:19",""
"BK365978","TCNU3377218","MAERSK","SUNNY FREESIA","2204N","VNSGN","VNHPH","2026-01-15 14:18:31","2026-01-21 14:18:31","FE2","LOADED","1","2025-12-25 14:18:31",""
"BK868475","HLCU1278649","ONE","MSC ISABELLA","1103N","VNSGN","SGSIN","2026-01-19 01:30:03","2026-01-29 01:30:03","FE2","LOADED","3","2026-01-04 01:30:03",""
"BK612831","HLCU1858001","COSCO","SUNNY FREESIA","7703N","VNSGN","VNHPH","2026-01-17 14:07:39","2026-02-13 14:07:39","TP1","LOADED","1","2025-12-31 14:07:39",""
"BK270057","HLCU1194519","MAERSK","MSC ISABELLA","3801N","VNSGN","VNHPH","2026-01-18 11:24:50","2026-01-26 11:24:50","TP1","BOOKED","5","2026-01-09 11:24:50",""
"BK275376","HLCU8665298","ONE","MSC ISABELLA","8104N","VNSGN","VNHPH","2026-01-23 06:34:33","2026-02-12 06:34:33","TP1","CANCELLED","5","2025-12-29 06:34:33",""
"BK359230","CXDU4898967","CMA CGM","MSC ISABELLA","1902N","VNSGN","USLAX","2026-01-16 08:39:02","2026-01-27 08:39:02","FE2","CANCELLED","4","2025-12-18 08:39:02",""
"BK226783","TCNU9758754","MSC","SUNNY FREESIA","3404N","VNSGN","USLAX","2026-01-21 08:43:54","2026-01-31 08:43:54","TP1","LOADED","4","2026-01-05 08:43:54",""
"BK111145","PONU2320893","ONE","MAERSK HANOI","4402N","VNSGN","USLAX","2026-01-20 11:04:10","2026-01-28 11:04:10","SE3","LOADED","5","2026-01-13 11:04:10",""
"BK421228","CXDU4705167","MAERSK","EVER GIVEN","3505N","VNSGN","USLAX","2026-01-15 09:37:57","2026-02-05 09:37:57","SE3","BOOKED","2","2025-12-31 09:37:57",""
"BK334810","TCNU4349279","COSCO","MSC ISABELLA","8603N","VNSGN","CNSHA","2026-01-15 11:00:28","2026-02-11 11:00:28","FE2","CANCELLED","5","2025-12-20 11:00:28",""
"BK841771","TCNU9092831","MAERSK","KOTA GAYA","1101N","VNSGN","VNHPH","2026-01-09 13:07:41","2026-02-04 13:07:41","FE2","BOOKED","1","2025-12-20 13:07:41",""
"BK254942","MSCU5976111","COSCO","KOTA GAYA","3804N","VNSGN","VNHPH","2026-01-16 11:54:03","2026-01-28 11:54:03","SE3","LOADED","1","2025-12-25 11:54:03",""
"BK647825","PONU3819174","COSCO","SUNNY FREESIA","5903N","VNSGN","CNSHA","2025-12-28 05:09:26","2026-01-16 05:09:26","TP1","BOOKED","3","2025-12-10 05:09:26",""
"BK107028","MSCU4204699","MSC","KOTA GAYA","8004N","VNSGN","CNSHA","2026-01-17 11:44:53","2026-02-10 11:44:53","FE2","BOOKED","1","2025-12-30 11:44:53",""
"BK249232","TCNU8709536","ONE","MAERSK HANOI","8501N","VNSGN","USLAX","2026-01-17 09:54:16","2026-02-14 09:54:16","TP1","LOADED","5","2025-12-20 09:54:16",""
"BK263290","HLCU3396496","MAERSK","MAERSK HANOI","2402N","VNSGN","CNSHA","2026-01-22 09:35:57","2026-02-08 09:35:57","FE2","BOOKED","3","2026-01-05 09:35:57",""
"BK964309","HLCU9975946","MSC","SUNNY FREESIA","7703N","VNSGN","VNHPH","2025-12-28 04:33:18","2026-01-09 04:33:18","FE2","CANCELLED","4","2025-12-12 04:33:18",""
"BK914971","MSCU3770055","MSC","MAERSK HANOI","3301N","VNSGN","USLAX","2026-01-25 17:50:49","2026-01-31 17:50:49","SE3","BOOKED","2","2025-12-30 17:50:49",""
"BK402805","TCNU8016242","ONE","KOTA GAYA","3901N","VNSGN","VNHPH","2026-01-14 09:16:55","2026-01-29 09:16:55","FE2","CANCELLED","4","2025-12-16 09:16:55",""
"BK447940","HLCU4756018","MAERSK","EVER GIVEN","3004N","VNSGN","USLAX","2025-12-01 19:44:37","2025-12-10 19:44:37","SE3","CANCELLED","1","2025-11-16 19:44:37",""
"BK485619","PONU8397864","MSC","MAERSK HANOI","6604N","VNSGN","VNHPH","2026-01-17 17:52:15","2026-01-30 17:52:15","TP1","BOOKED","2","2025-12-24 17:52:15",""
"BK807799","HLCU7767953","ONE","SUNNY FREESIA","5101N","VNSGN","USLAX","2026-01-19 11:23:50","2026-01-24 11:23:50","FE2","BOOKED","3","2026-01-05 11:23:50",""
"BK873468","TCNU8109579","MAERSK","SUNNY FREESIA","6105N","VNSGN","SGSIN","2026-01-19 12:12:26","2026-02-18 12:12:26","SE3","CANCELLED","1","2025-12-26 12:12:26",""
"BK764031","CXDU7919427","ONE","MSC ISABELLA","8301N","VNSGN","USLAX","2026-01-14 09:27:17","2026-01-29 09:27:17","SE3","CANCELLED","4","2025-12-22 09:27:17",""
"BK566073","MSCU1109151","CMA CGM","SUNNY FREESIA","3505N","VNSGN","SGSIN","2026-01-23 09:38:08","2026-02-08 09:38:08","FE2","CANCELLED","2","2025-12-30 09:38:08",""
"BK582106","PONU5189872","MAERSK","SUNNY FREESIA","8005N","VNSGN","VNHPH","2026-01-15 10:43:05","2026-01-25 10:43:05","FE2","LOADED","3","2025-12-17 10:43:05",""
"BK462053","TCNU8767916","MSC","MAERSK HANOI","3302N","VNSGN","CNSHA","2026-01-22 15:02:30","2026-02-03 15:02:30","FE2","LOADED","1","2026-01-12 15:02:30",""
"BK265602","PONU5620209","MSC","MAERSK HANOI","3102N","VNSGN","CNSHA","2026-01-10 04:22:44","2026-01-31 04:22:44","SE3","LOADED","5","2026-01-03 04:22:44",""
"BK140450","MSCU4259400","CMA CGM","MSC ISABELLA","3401N","VNSGN","CNSHA","2026-01-20 11:26:17","2026-02-07 11:26:17","FE2","LOADED","2","2026-01-04 11:26:17",""
"BK822928","PONU8868160","MSC","MSC ISABELLA","7201N","VNSGN","CNSHA","2026-01-17 09:00:34","2026-01-22 09:00:34","FE2","BOOKED","4","2026-01-05 09:00:34",""
"BK383322","MSCU3709269","COSCO","SUNNY FREESIA","9805N","VNSGN","SGSIN","2026-01-17 11:24:04","2026-01-31 11:24:04","TP1","CANCELLED","2","2025-12-26 11:24:04",""
"BK611158","HLCU8140101","COSCO","MSC ISABELLA","2002N","VNSGN","CNSHA","2026-01-16 08:44:00","2026-02-11 08:44:00","SE3","BOOKED","5","2025-12-27 08:44:00",""
"BK752714","HLCU9591185","COSCO","KOTA GAYA","5001N","VNSGN","VNHPH","2026-01-03 09:50:23","2026-01-15 09:50:23","SE3","LOADED","4","2025-12-10 09:50:23",""
"BK612949","MSCU8253235","CMA CGM","EVER GIVEN","4702N","VNSGN","CNSHA","2026-01-20 10:25:11","2026-02-07 10:25:11","TP1","LOADED","1","2025-12-24 10:25:11",""
"BK795868","TCNU3772257","COSCO","MAERSK HANOI","4303N","VNSGN","SGSIN","2026-01-17 19:23:31","2026-02-14 19:23:31","TP1","BOOKED","2","2025-12-22 19:23:31",""
"BK782195","HLCU5330824","ONE","KOTA GAYA","6603N","VNSGN","VNHPH","2026-01-18 16:51:51","2026-02-08 16:51:51","FE2","BOOKED","2","2025-12-23 16:51:51",""
"BK279335","CXDU1800583","CMA CGM","MAERSK HANOI","1702N","VNSGN","CNSHA","2026-01-14 13:45:39","2026-02-04 13:45:39","TP1","LOADED","4","2025-12-31 13:45:39",""
"BK418045","HLCU7388031","MSC","MAERSK HANOI","8502N","VNSGN","CNSHA","2026-01-23 22:16:57","2026-01-28 22:16:57","FE2","LOADED","4","2026-01-01 22:16:57",""
"BK890274","CXDU3248990","CMA CGM","MSC ISABELLA","5505N","VNSGN","CNSHA","2026-01-16 09:29:54","2026-02-01 09:29:54","SE3","LOADED","1","2026-01-08 09:29:54",""
"BK337184","MSCU2870658","CMA CGM","SUNNY FREESIA","5602N","VNSGN","SGSIN","2026-01-16 12:16:35","2026-01-30 12:16:35","SE3","CANCELLED","2","2025-12-19 12:16:35",""
"BK698157","CXDU2522772","MAERSK","MAERSK HANOI","8105N","VNSGN","CNSHA","2026-01-15 16:10:58","2026-02-04 16:10:58","TP1","CANCELLED","1","2026-01-05 16:10:58",""
"BK506452","TCNU7083347","MSC","EVER GIVEN","3304N","VNSGN","SGSIN","2026-01-22 05:20:43","2026-02-06 05:20:43","TP1","BOOKED","3","2026-01-02 05:20:43",""
"BK574203","PONU6280103","COSCO","MSC ISABELLA","4604N","VNSGN","SGSIN","2026-01-17 14:28:50","2026-01-25 14:28:50","SE3","CANCELLED","4","2026-01-06 14:28:50",""
"BK990594","CXDU3162277","MSC","MSC ISABELLA","4301N","VNSGN","CNSHA","2026-01-16 10:56:29","2026-02-07 10:56:29","SE3","LOADED","4","2025-12-19 10:56:29",""
"BK484169","PONU8122840","ONE","MAERSK HANOI","7502N","VNSGN","CNSHA","2026-01-16 11:39:38","2026-01-29 11:39:38","FE2","LOADED","2","2026-01-01 11:39:38",""
"BK130558","MSCU4980104","COSCO","EVER GIVEN","2902N","VNSGN","USLAX","2026-01-15 17:47:53","2026-02-01 17:47:53","TP1","LOADED","1","2026-01-03 17:47:53",""
"BK676249","CXDU1721364","MSC","SUNNY FREESIA","9501N","VNSGN","USLAX","2026-01-25 10:14:05","2026-02-09 10:14:05","TP1","BOOKED","5","2026-01-02 10:14:05",""
"BK349291","HLCU5105818","CMA CGM","EVER GIVEN","1903N","VNSGN","USLAX","2026-01-17 15:39:10","2026-02-05 15:39:10","FE2","LOADED","2","2025-12-20 15:39:10",""
"BK190780","TCNU4393913","MSC","MAERSK HANOI","6801N","VNSGN","SGSIN","2026-01-19 14:35:41","2026-02-05 14:35:41","TP1","BOOKED","4","2026-01-09 14:35:41",""
"BK259051","PONU6162756","COSCO","KOTA GAYA","5505N","VNSGN","CNSHA","2026-01-14 06:33:21","2026-02-09 06:33:21","FE2","LOADED","5","2026-01-01 06:33:21",""
"BK536348","TCNU3294028","MAERSK","KOTA GAYA","8001N","VNSGN","VNHPH","2026-01-23 17:59:38","2026-02-10 17:59:38","FE2","CANCELLED","3","2025-12-25 17:59:38",""
"BK580624","TCNU3924676","ONE","KOTA GAYA","1405N","VNSGN","USLAX","2025-11-28 14:30:09","2025-12-09 14:30:09","SE3","LOADED","3","2025-11-17 14:30:09",""
"BK726072","CXDU2378507","CMA CGM","EVER GIVEN","4705N","VNSGN","SGSIN","2026-01-18 21:45:44","2026-02-10 21:45:44","TP1","CANCELLED","3","2026-01-05 21:45:44",""
"BK391343","PONU6866468","MAERSK","KOTA GAYA","8103N","VNSGN","USLAX","2026-01-15 01:11:43","2026-01-30 01:11:43","SE3","CANCELLED","4","2025-12-22 01:11:43",""
"BK514214","TCNU3094357","MSC","SUNNY FREESIA","5105N","VNSGN","VNHPH","2026-01-15 13:55:49","2026-01-27 13:55:49","TP1","CANCELLED","4","2026-01-03 13:55:49",""
"BK508947","CXDU1886473","COSCO","KOTA GAYA","5503N","VNSGN","USLAX","2025-12-25 16:10:03","2026-01-22 16:10:03","SE3","BOOKED","5","2025-12-04 16:10:03",""
"BK362482","HLCU1969563","COSCO","EVER GIVEN","5203N","VNSGN","USLAX","2026-01-25 10:25:16","2026-02-17 10:25:16","TP1","CANCELLED","3","2026-01-16 10:25:16",""
"BK612632","PONU4713886","MAERSK","EVER GIVEN","3601N","VNSGN","CNSHA","2026-01-16 10:10:51","2026-01-30 10:10:51","TP1","BOOKED","4","2025-12-18 10:10:51",""
"BK437845","HLCU6155560","MSC","SUNNY FREESIA","6001N","VNSGN","VNHPH","2026-01-21 16:14:34","2026-02-08 16:14:34","SE3","LOADED","4","2025-12-25 16:14:34",""
"BK963080","MSCU3658551","MSC","SUNNY FREESIA","5603N","VNSGN","VNHPH","2026-01-17 16:23:35","2026-01-27 16:23:35","FE2","CANCELLED","2","2025-12-28 16:23:35",""
"BK600842","MSCU3515438","MSC","EVER GIVEN","2504N","VNSGN","SGSIN","2025-11-30 09:35:21","2025-12-11 09:35:21","FE2","BOOKED","1","2025-11-12 09:35:21",""
"BK888986","HLCU6938240","ONE","EVER GIVEN","3103N","VNSGN","CNSHA","2026-01-23 11:20:07","2026-02-04 11:20:07","TP1","CANCELLED","2","2026-01-12 11:20:07",""
"BK332537","CXDU2096626","ONE","SUNNY FREESIA","6503N","VNSGN","CNSHA","2026-01-14 09:52:33","2026-02-09 09:52:33","FE2","BOOKED","3","2025-12-26 09:52:33",""
"BK373286","TCNU7524982","MAERSK","SUNNY FREESIA","8105N","VNSGN","CNSHA","2026-01-14 02:31:23","2026-02-12 02:31:23","TP1","CANCELLED","4","2025-12-21 02:31:23",""
"BK338464","PONU9153374","COSCO","EVER GIVEN","5602N","VNSGN","USLAX","2026-01-19 13:17:10","2026-01-28 13:17:10","FE2","BOOKED","3","2025-12-30 13:17:10",""
"BK946893","MSCU7400080","CMA CGM","SUNNY FREESIA","3302N","VNSGN","USLAX","2025-12-20 15:10:01","2026-01-03 15:10:01","SE3","BOOKED","5","2025-11-26 15:10:01",""
"BK394625","CXDU2460927","MSC","MAERSK HANOI","1301N","VNSGN","CNSHA","2025-12-19 11:52:22","2025-12-29 11:52:22","FE2","BOOKED","5","2025-11-21 11:52:22",""
"BK693432","HLCU1103337","ONE","KOTA GAYA","7505N","VNSGN","CNSHA","2026-01-17 01:43:34","2026-01-28 01:43:34","SE3","LOADED","3","2025-12-26 01:43:34",""
"BK931754","TCNU6336141","ONE","MSC ISABELLA","1404N","VNSGN","CNSHA","2026-01-21 03:25:40","2026-01-30 03:25:40","SE3","CANCELLED","5","2026-01-06 03:25:40",""
"BK321059","HLCU3571411","MAERSK","KOTA GAYA","5305N","VNSGN","SGSIN","2026-01-14 11:10:19","2026-02-06 11:10:19","TP1","CANCELLED","5","2025-12-24 11:10:19",""
"BK851308","TCNU7936632","MSC","EVER GIVEN","3501N","VNSGN","VNHPH","2026-01-20 12:27:05","2026-01-25 12:27:05","SE3","CANCELLED","2","2025-12-22 12:27:05",""
"BK134361","PONU1352181","MAERSK","EVER GIVEN","5305N","VNSGN","VNHPH","2026-01-16 09:19:15","2026-02-13 09:19:15","TP1","BOOKED","3","2025-12-17 09:19:15",""
"BK140117","MSCU7807146","ONE","KOTA GAYA","1504N","VNSGN","CNSHA","2026-01-24 09:51:39","2026-02-15 09:51:39","FE2","LOADED","3","2025-12-25 09:51:39",""
"BK582141","HLCU5829913","ONE","SUNNY FREESIA","2005N","VNSGN","USLAX","2026-01-23 22:26:51","2026-01-31 22:26:51","SE3","CANCELLED","1","2025-12-27 22:26:51",""
"BK496300","MSCU9221473","CMA CGM","SUNNY FREESIA","7102N","VNSGN","SGSIN","2026-01-10 11:23:00","2026-01-29 11:23:00","FE2","CANCELLED","1","2025-12-17 11:23:00",""
"BK655387","TCNU4077512","COSCO","MAERSK HANOI","6301N","VNSGN","SGSIN","2025-12-10 14:03:08","2025-12-23 14:03:08","SE3","BOOKED","1","2025-11-20 14:03:08",""
"BK352361","CXDU4783194","MAERSK","EVER GIVEN","7501N","VNSGN","VNHPH","2026-01-19 13:27:21","2026-02-05 13:27:21","TP1","CANCELLED","2","2026-01-02 13:27:21",""
"BK932851","TCNU3583031","CMA CGM","KOTA GAYA","3602N","VNSGN","USLAX","2026-01-22 13:32:40","2026-02-19 13:32:40","TP1","LOADED","4","2026-01-06 13:32:40",""
"BK185181","TCNU4153668","MAERSK","EVER GIVEN","9804N","VNSGN","VNHPH","2026-01-22 02:58:08","2026-02-12 02:58:08","TP1","CANCELLED","2","2026-01-12 02:58:08",""
"BK819715","TCNU7915520","CMA CGM","MAERSK HANOI","8901N","VNSGN","CNSHA","2026-01-15 13:00:12","2026-01-22 13:00:12","FE2","LOADED","2","2026-01-02 13:00:12",""
"BK974440","CXDU1213518","CMA CGM","MAERSK HANOI","9804N","VNSGN","CNSHA","2026-01-17 10:22:17","2026-02-11 10:22:17","FE2","CANCELLED","3","2025-12-20 10:22:17",""
"BK727722","PONU9535733","CMA CGM","KOTA GAYA","5103N","VNSGN","SGSIN","2026-01-23 13:46:18","2026-02-05 13:46:18","FE2","LOADED","3","2026-01-15 13:46:18",""
"BK417686","PONU1935772","CMA CGM","KOTA GAYA","3901N","VNSGN","SGSIN","2026-01-19 14:43:51","2026-02-13 14:43:51","FE2","LOADED","2","2026-01-06 14:43:51",""
"BK395058","MSCU1006190","CMA CGM","MSC ISABELLA","3602N","VNSGN","SGSIN","2026-01-24 14:20:54","2026-02-12 14:20:54","FE2","BOOKED","1","2026-01-13 14:20:54",""
"BK144069","TCNU1330608","COSCO","SUNNY FREESIA","2302N","VNSGN","CNSHA","2026-01-16 16:14:19","2026-01-26 16:14:19","SE3","CANCELLED","5","2025-12-27 16:14:19",""
"BK664985","CXDU9269176","ONE","SUNNY FREESIA","2303N","VNSGN","SGSIN","2026-01-20 09:42:34","2026-02-17 09:42:34","SE3","BOOKED","1","2025-12-24 09:42:34",""
"BK473657","TCNU1951788","CMA CGM","MAERSK HANOI","6905N","VNSGN","CNSHA","2026-01-20 09:11:11","2026-02-11 09:11:11","SE3","LOADED","1","2026-01-11 09:11:11",""
"BK513307","HLCU4098635","ONE","EVER GIVEN","2403N","VNSGN","VNHPH","2025-12-04 08:56:54","2025-12-31 08:56:54","TP1","LOADED","4","2025-11-15 08:56:54",""
"BK862196","TCNU7245527","MAERSK","SUNNY FREESIA","8804N","VNSGN","VNHPH","2025-12-26 08:44:05","2026-01-09 08:44:05","SE3","BOOKED","4","2025-12-05 08:44:05",""
"BK485001","HLCU5215721","MAERSK","EVER GIVEN","4805N","VNSGN","USLAX","2026-01-24 16:19:48","2026-02-11 16:19:48","TP1","LOADED","3","2025-12-30 16:19:48",""
"BK705066","HLCU9735231","COSCO","SUNNY FREESIA","1302N","VNSGN","CNSHA","2026-01-15 13:10:18","2026-01-29 13:10:18","TP1","LOADED","1","2025-12-30 13:10:18",""
"BK247103","PONU1312222","ONE","EVER GIVEN","9903N","VNSGN","CNSHA","2026-01-14 14:49:44","2026-01-27 14:49:44","SE3","LOADED","3","2026-01-05 14:49:44",""
"BK979631","PONU7853094","ONE","MAERSK HANOI","8401N","VNSGN","SGSIN","2025-12-19 11:40:29","2025-12-31 11:40:29","TP1","BOOKED","3","2025-12-04 11:40:29",""
"BK351383","PONU8214426","ONE","EVER GIVEN","8001N","VNSGN","SGSIN","2026-01-14 08:41:06","2026-01-26 08:41:06","FE2","LOADED","3","2026-01-03 08:41:06",""
"BK879837","MSCU5847767","COSCO","KOTA GAYA","2604N","VNSGN","SGSIN","2026-01-22 16:09:51","2026-02-06 16:09:51","TP1","CANCELLED","3","2025-12-25 16:09:51",""
"BK606854","HLCU8452518","MAERSK","KOTA GAYA","9403N","VNSGN","CNSHA","2026-01-16 16:35:59","2026-02-02 16:35:59","TP1","CANCELLED","4","2026-01-05 16:35:59",""
"BK587644","PONU9827469","COSCO","MSC ISABELLA","2002N","VNSGN","SGSIN","2026-01-25 08:13:42","2026-02-18 08:13:42","FE2","CANCELLED","5","2025-12-28 08:13:42",""
"BK598699","HLCU8217939","CMA CGM","MSC ISABELLA","6404N","VNSGN","CNSHA","2026-01-14 04:25:18","2026-02-07 04:25:18","TP1","BOOKED","3","2026-01-01 04:25:18",""
"BK674177","TCNU1030242","MSC","KOTA GAYA","1503N","VNSGN","SGSIN","2026-01-22 13:42:11","2026-02-07 13:42:11","TP1","LOADED","5","2025-12-25 13:42:11",""
"BK312276","TCNU6797973","CMA CGM","SUNNY FREESIA","1903N","VNSGN","CNSHA","2025-12-07 02:21:12","2026-01-04 02:21:12","TP1","CANCELLED","5","2025-11-14 02:21:12",""
"BK784888","MSCU7267867","MSC","MSC ISABELLA","5301N","VNSGN","VNHPH","2026-01-22 16:31:07","2026-02-10 16:31:07","FE2","BOOKED","5","2026-01-11 16:31:07",""
"BK668011","HLCU1592721","CMA CGM","EVER GIVEN","1901N","VNSGN","VNHPH","2026-01-25 09:54:22","2026-02-05 09:54:22","FE2","CANCELLED","5","2026-01-07 09:54:22",""
"BK416851","PONU1111529","ONE","MSC ISABELLA","5205N","VNSGN","USLAX","2026-01-24 12:16:32","2026-02-23 12:16:32","SE3","BOOKED","5","2026-01-07 12:16:32",""
"BK467939","HLCU9417625","MSC","KOTA GAYA","7902N","VNSGN","USLAX","2026-01-20 15:43:39","2026-02-15 15:43:39","SE3","LOADED","2","2026-01-02 15:43:39",""
"BK381163","CXDU8733705","CMA CGM","MSC ISABELLA","6301N","VNSGN","USLAX","2026-01-19 10:55:01","2026-01-30 10:55:01","TP1","LOADED","2","2025-12-21 10:55:01",""
